From	To	Species	Gene Name
O14672	102	Homo sapiens	ADAM metallopeptidase domain 10(ADAM10)
Q96CT7	115098	Homo sapiens	coiled-coil domain containing 124(CCDC124)
Q14206	10231	Homo sapiens	regulator of calcineurin 2(RCAN2)
O75398	10522	Homo sapiens	DEAF1, transcription factor(DEAF1)
O14662	8675	Homo sapiens	syntaxin 16(STX16)
Q14204	1778	Homo sapiens	dynein cytoplasmic 1 heavy chain 1(DYNC1H1)
P07339	1509	Homo sapiens	cathepsin D(CTSD)
P25705	498	Homo sapiens	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle(ATP5A1)
Q9NXJ5	54858	Homo sapiens	pyroglutamyl-peptidase I(PGPEP1)
Q13609	1776	Homo sapiens	deoxyribonuclease 1 like 3(DNASE1L3)
O94921	5218	Homo sapiens	cyclin dependent kinase 14(CDK14)
Q9BUE6	81689	Homo sapiens	iron-sulfur cluster assembly 1(ISCA1)
Q13608	5190	Homo sapiens	peroxisomal biogenesis factor 6(PEX6)
Q6V1X1	54878	Homo sapiens	dipeptidyl peptidase 8(DPP8)
Q13765	4666	Homo sapiens	nascent polypeptide-associated complex alpha subunit(NACA)
Q7Z3B1	257194	Homo sapiens	neuronal growth regulator 1(NEGR1)
Q13769	8563	Homo sapiens	THO complex 5(THOC5)
Q9Y5E8	56121	Homo sapiens	protocadherin beta 15(PCDHB15)
P31350	6241	Homo sapiens	ribonucleotide reductase regulatory subunit M2(RRM2)
Q8TB36	54332	Homo sapiens	ganglioside induced differentiation associated protein 1(GDAP1)
Q9C040	23321	Homo sapiens	tripartite motif containing 2(TRIM2)
Q9H1I8	84164	Homo sapiens	activating signal cointegrator 1 complex subunit 2(ASCC2)
Q14094	10983	Homo sapiens	cyclin I(CCNI)
P50502	6767	Homo sapiens	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)(ST13)
P61599	51126	Homo sapiens	N(alpha)-acetyltransferase 20, NatB catalytic subunit(NAA20)
Q8WWH4	136991	Homo sapiens	ankyrin repeat, SAM and basic leucine zipper domain containing 1(ASZ1)
Q9NRJ7	57717	Homo sapiens	protocadherin beta 16(PCDHB16)
Q96AT9	6120	Homo sapiens	ribulose-5-phosphate-3-epimerase(RPE)
Q7Z3B3	284058	Homo sapiens	KAT8 regulatory NSL complex subunit 1(KANSL1)
Q6UXX5	347365	Homo sapiens	inter-alpha-trypsin inhibitor heavy chain family member 6(ITIH6)
Q86WB7	54346	Homo sapiens	unc-93 homolog A (C. elegans)(UNC93A)
Q8TB40	63874	Homo sapiens	abhydrolase domain containing 4(ABHD4)
Q8TAS1	127933	Homo sapiens	U2AF homology motif kinase 1(UHMK1)
Q9H1K0	64145	Homo sapiens	rabenosyn, RAB effector(RBSN)
O15226	55922	Homo sapiens	NFKB repressing factor(NKRF)
Q96G46	56931	Homo sapiens	dihydrouridine synthase 3 like(DUS3L)
Q9Y5F7	56098	Homo sapiens	protocadherin gamma subfamily C, 4(PCDHGC4)
O15228	8443	Homo sapiens	glyceronephosphate O-acyltransferase(GNPAT)
P22570	2232	Homo sapiens	ferredoxin reductase(FDXR)
O95985	8940	Homo sapiens	topoisomerase (DNA) III beta(TOP3B)
Q92521	9488	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class B(PIGB)
Q9Y5F0	56123	Homo sapiens	protocadherin beta 13(PCDHB13)
Q2TB10	168850	Homo sapiens	zinc finger protein 800(ZNF800)
Q9NWB7	55081	Homo sapiens	intraflagellar transport 57(IFT57)
P67775	5515	Homo sapiens	protein phosphatase 2 catalytic subunit alpha(PPP2CA)
Q8WWI5	23446	Homo sapiens	solute carrier family 44 member 1(SLC44A1)
Q7Z3C6	79065	Homo sapiens	autophagy related 9A(ATG9A)
P13797	5358	Homo sapiens	plastin 3(PLS3)
Q96G74	55593	Homo sapiens	OTU deubiquitinase 5(OTUD5)
Q6P4Q7	26504	Homo sapiens	cyclin and CBS domain divalent metal cation transport mediator 4(CNNM4)
Q96FV0	90506	Homo sapiens	leucine rich repeat containing 46(LRRC46)
Q92905	10987	Homo sapiens	COP9 signalosome subunit 5(COPS5)
Q1RMZ1	154743	Homo sapiens	base methyltransferase of 25S rRNA 2 homolog(BMT2)
Q96FV9	9984	Homo sapiens	THO complex 1(THOC1)
Q8TEA7	93627	Homo sapiens	TBC1 domain containing kinase(TBCK)
Q9Y5G9	56111	Homo sapiens	protocadherin gamma subfamily A, 4(PCDHGA4)
Q9BTA9	51322	Homo sapiens	WW domain containing adaptor with coiled-coil(WAC)
Q92519	28951	Homo sapiens	tribbles pseudokinase 2(TRIB2)
Q4LDE5	79987	Homo sapiens	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1(SVEP1)
Q6VEQ5	375260	Homo sapiens	WAS protein family homolog 2 pseudogene(WASH2P)
Q6GTS8	148811	Homo sapiens	peptidase M20 domain containing 1(PM20D1)
O75787	10159	Homo sapiens	ATPase H+ transporting accessory protein 2(ATP6AP2)
P37231	5468	Homo sapiens	peroxisome proliferator activated receptor gamma(PPARG)
O75381	5195	Homo sapiens	peroxisomal biogenesis factor 14(PEX14)
P07949	5979	Homo sapiens	ret proto-oncogene(RET)
O75382	10612	Homo sapiens	tripartite motif containing 3(TRIM3)
Q8TAQ2	6601	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2(SMARCC2)
Q8TEB1	80344	Homo sapiens	DDB1 and CUL4 associated factor 11(DCAF11)
Q9Y5H4	56114	Homo sapiens	protocadherin gamma subfamily A, 1(PCDHGA1)
Q9ULH0	57498	Homo sapiens	kinase D-interacting substrate 220kDa(KIDINS220)
Q92504	7922	Homo sapiens	solute carrier family 39 member 7(SLC39A7)
Q92503	6397	Homo sapiens	SEC14 like lipid binding 1(SEC14L1)
Q9Y5H2	56105	Homo sapiens	protocadherin gamma subfamily A, 11(PCDHGA11)
P27169	5444	Homo sapiens	paraoxonase 1(PON1)
Q9H1H9	63971	Homo sapiens	kinesin family member 13A(KIF13A)
Q96K76	55031	Homo sapiens	ubiquitin specific peptidase 47(USP47)
Q9NRG7	56948	Homo sapiens	short chain dehydrogenase/reductase family 39U member 1(SDR39U1)
Q6P9B9	80789	Homo sapiens	integrator complex subunit 5(INTS5)
O75390	1431	Homo sapiens	citrate synthase(CS)
Q6P9B6	57707	Homo sapiens	TBC/LysM-associated domain containing 1(TLDC1)
P52657	2958	Homo sapiens	general transcription factor IIA subunit 2(GTF2A2)
Q9NRG4	56950	Homo sapiens	SET and MYND domain containing 2(SMYD2)
P53701	3052	Homo sapiens	holocytochrome c synthase(HCCS)
O95425	6840	Homo sapiens	supervillin(SVIL)
O75312	8882	Homo sapiens	ZPR1 zinc finger(ZPR1)
Q9Y5A9	51441	Homo sapiens	YTH N6-methyladenosine RNA binding protein 2(YTHDF2)
O75311	8001	Homo sapiens	glycine receptor alpha 3(GLRA3)
Q7Z3F1	151556	Homo sapiens	G protein-coupled receptor 155(GPR155)
Q9Y5A7	51667	Homo sapiens	negative regulator of ubiquitin like proteins 1(NUB1)
Q96JW4	84102	Homo sapiens	solute carrier family 41 member 2(SLC41A2)
Q96K83	25925	Homo sapiens	zinc finger protein 521(ZNF521)
Q8IWK6	166647	Homo sapiens	adhesion G protein-coupled receptor A3(ADGRA3)
P43897	10102	Homo sapiens	Ts translation elongation factor, mitochondrial(TSFM)
Q7L266	80150	Homo sapiens	asparaginase like 1(ASRGL1)
Q01780	5394	Homo sapiens	exosome component 10(EXOSC10)
Q53R41	79675	Homo sapiens	FAST kinase domains 1(FASTKD1)
Q96K80	84872	Homo sapiens	zinc finger CCCH-type containing 10(ZC3H10)
Q96AX9	142678	Homo sapiens	mindbomb E3 ubiquitin protein ligase 2(MIB2)
Q8N5M1	91647	Homo sapiens	ATP synthase mitochondrial F1 complex assembly factor 2(ATPAF2)
P40925	4190	Homo sapiens	malate dehydrogenase 1(MDH1)
P40926	4191	Homo sapiens	malate dehydrogenase 2(MDH2)
P19440	2678	Homo sapiens	gamma-glutamyltransferase 1(GGT1)
P30825	6541	Homo sapiens	solute carrier family 7 member 1(SLC7A1)
O75323	2631	Homo sapiens	glioblastoma amplified sequence(GBAS)
Q9Y5B9	11198	Homo sapiens	SPT16 homolog, facilitates chromatin remodeling subunit(SUPT16H)
Q9ULB1	9378	Homo sapiens	neurexin 1(NRXN1)
Q9NRE2	128553	Homo sapiens	teashirt zinc finger homeobox 2(TSHZ2)
P24539	515	Homo sapiens	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1(ATP5F1)
O75716	8576	Homo sapiens	serine/threonine kinase 16(STK16)
Q7L1T6	51167	Homo sapiens	cytochrome b5 reductase 4(CYB5R4)
P0CK96	728661	Homo sapiens	solute carrier family 35 member E2B(SLC35E2B)
O15270	9517	Homo sapiens	serine palmitoyltransferase long chain base subunit 2(SPTLC2)
P51665	5713	Homo sapiens	proteasome 26S subunit, non-ATPase 7(PSMD7)
P84085	381	Homo sapiens	ADP ribosylation factor 5(ARF5)
P60900	5687	Homo sapiens	proteasome subunit alpha 6(PSMA6)
A4D2B0	255374	Homo sapiens	metallo-beta-lactamase domain containing 1(MBLAC1)
P27105	2040	Homo sapiens	stomatin(STOM)
Q6IC98	23151	Homo sapiens	GRAM domain containing 4(GRAMD4)
Q6ZN16	389840	Homo sapiens	mitogen-activated protein kinase kinase kinase 15(MAP3K15)
O95402	9441	Homo sapiens	mediator complex subunit 26(MED26)
Q6PKC3	51061	Homo sapiens	thioredoxin domain containing 11(TXNDC11)
Q8NCW6	63917	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 11(GALNT11)
P59190	376267	Homo sapiens	RAB15, member RAS oncogene family(RAB15)
P68400	1457	Homo sapiens	casein kinase 2 alpha 1(CSNK2A1)
Q96FZ2	56941	Homo sapiens	5-hydroxymethylcytosine (hmC) binding, ES cell-specific(HMCES)
P51693	333	Homo sapiens	amyloid beta precursor like protein 1(APLP1)
P40123	10486	Homo sapiens	CAP, adenylate cyclase-associated protein, 2 (yeast)(CAP2)
Q9NRD0	26269	Homo sapiens	F-box protein 8(FBXO8)
Q9C026	114088	Homo sapiens	tripartite motif containing 9(TRIM9)
Q8N0X4	171425	Homo sapiens	citrate lyase beta like(CLYBL)
Q8ND76	219771	Homo sapiens	cyclin Y(CCNY)
P31323	5577	Homo sapiens	protein kinase cAMP-dependent type II regulatory subunit beta(PRKAR2B)
P31327	1373	Homo sapiens	carbamoyl-phosphate synthase 1(CPS1)
Q7Z3I7	137209	Homo sapiens	zinc finger protein 572(ZNF572)
P60510	5531	Homo sapiens	protein phosphatase 4 catalytic subunit(PPP4C)
O75342	242	Homo sapiens	arachidonate 12-lipoxygenase, 12R type(ALOX12B)
Q8IX06	254958	Homo sapiens	REX1, RNA exonuclease 1 homolog-like 1, pseudogene(REXO1L1P)
Q9ULD9	57507	Homo sapiens	zinc finger protein 608(ZNF608)
Q7L273	54793	Homo sapiens	potassium channel tetramerization domain containing 9(KCTD9)
Q96B67	57561	Homo sapiens	arrestin domain containing 3(ARRDC3)
Q10713	23203	Homo sapiens	peptidase, mitochondrial processing alpha subunit(PMPCA)
O15254	8310	Homo sapiens	acyl-CoA oxidase 3, pristanoyl(ACOX3)
P11532	1756	Homo sapiens	dystrophin(DMD)
P51687	6821	Homo sapiens	sulfite oxidase(SUOX)
O43603	8811	Homo sapiens	galanin receptor 2(GALR2)
Q9UPN3	23499	Homo sapiens	microtubule-actin crosslinking factor 1(MACF1)
Q9UPN6	22828	Homo sapiens	SR-related CTD associated factor 8(SCAF8)
O43614	3062	Homo sapiens	hypocretin receptor 2(HCRTR2)
Q9H1A3	51108	Homo sapiens	methyltransferase like 9(METTL9)
O43615	10469	Homo sapiens	translocase of inner mitochondrial membrane 44(TIMM44)
Q9H1A4	64682	Homo sapiens	anaphase promoting complex subunit 1(ANAPC1)
Q2TAY7	55234	Homo sapiens	DNA replication regulator and spliceosomal factor(SMU1)
P36406	373	Homo sapiens	tripartite motif containing 23(TRIM23)
Q9UPN9	51592	Homo sapiens	tripartite motif containing 33(TRIM33)
P49917	3981	Homo sapiens	DNA ligase 4(LIG4)
Q13002	2898	Homo sapiens	glutamate ionotropic receptor kainate type subunit 2(GRIK2)
P53779	5602	Homo sapiens	mitogen-activated protein kinase 10(MAPK10)
P49916	3980	Homo sapiens	DNA ligase 3(LIG3)
Q9BT78	51138	Homo sapiens	COP9 signalosome subunit 4(COPS4)
Q5T7M9	388650	Homo sapiens	family with sequence similarity 69 member A(FAM69A)
Q16134	2110	Homo sapiens	electron transfer flavoprotein dehydrogenase(ETFDH)
Q7Z3J2	57020	Homo sapiens	chromosome 16 open reading frame 62(C16orf62)
P06400	5925	Homo sapiens	RB transcriptional corepressor 1(RB1)
P49137	9261	Homo sapiens	mitogen-activated protein kinase-activated protein kinase 2(MAPKAPK2)
Q02880	7155	Homo sapiens	topoisomerase (DNA) II beta(TOP2B)
Q9H1B7	64207	Homo sapiens	interferon regulatory factor 2 binding protein like(IRF2BPL)
O95905	11319	Homo sapiens	ecdysoneless cell cycle regulator(ECD)
Q86VX9	84315	Homo sapiens	MON1 homolog A, secretory trafficking associated(MON1A)
Q6P988	147111	Homo sapiens	NOTUM, palmitoleoyl-protein carboxylesterase(NOTUM)
P50579	10988	Homo sapiens	methionyl aminopeptidase 2(METAP2)
P49903	22929	Homo sapiens	selenophosphate synthetase 1(SEPHS1)
Q13011	1891	Homo sapiens	enoyl-CoA hydratase 1(ECH1)
P80303	4925	Homo sapiens	nucleobindin 2(NUCB2)
Q9BT67	80762	Homo sapiens	Nedd4 family interacting protein 1(NDFIP1)
Q147X3	122830	Homo sapiens	N(alpha)-acetyltransferase 30, NatC catalytic subunit(NAA30)
P04181	4942	Homo sapiens	ornithine aminotransferase(OAT)
Q9NRA2	26503	Homo sapiens	solute carrier family 17 member 5(SLC17A5)
P33402	2977	Homo sapiens	guanylate cyclase 1 soluble subunit alpha 2(GUCY1A2)
P11940	26986	Homo sapiens	poly(A) binding protein cytoplasmic 1(PABPC1)
Q8WWQ8	55576	Homo sapiens	stabilin 2(STAB2)
Q13003	2899	Homo sapiens	glutamate ionotropic receptor kainate type subunit 3(GRIK3)
Q02878	6128	Homo sapiens	ribosomal protein L6(RPL6)
P45985	6416	Homo sapiens	mitogen-activated protein kinase kinase 4(MAP2K4)
Q7L5Y9	10296	Homo sapiens	macrophage erythroblast attacher(MAEA)
O60488	2182	Homo sapiens	acyl-CoA synthetase long-chain family member 4(ACSL4)
P51659	3295	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 4(HSD17B4)
Q8NCJ5	84926	Homo sapiens	SPRY domain containing 3(SPRYD3)
Q8IWA5	57153	Homo sapiens	solute carrier family 44 member 2(SLC44A2)
O43639	8440	Homo sapiens	NCK adaptor protein 2(NCK2)
Q6P996	23042	Homo sapiens	pyridoxal dependent decarboxylase domain containing 1(PDXDC1)
Q00796	6652	Homo sapiens	sorbitol dehydrogenase(SORD)
P17480	7343	Homo sapiens	upstream binding transcription factor, RNA polymerase I(UBTF)
Q7Z7M0	1954	Homo sapiens	multiple EGF like domains 8(MEGF8)
P09622	1738	Homo sapiens	dihydrolipoamide dehydrogenase(DLD)
Q8IWA0	84128	Homo sapiens	WD repeat domain 75(WDR75)
Q13017	394	Homo sapiens	Rho GTPase activating protein 5(ARHGAP5)
P0CB43	51236	Homo sapiens	HGH1 homolog(HGH1)
Q7KZF4	27044	Homo sapiens	staphylococcal nuclease and tudor domain containing 1(SND1)
P61129	376940	Homo sapiens	zinc finger CCCH-type containing 6(ZC3H6)
P50990	10694	Homo sapiens	chaperonin containing TCP1 subunit 8(CCT8)
P50991	10575	Homo sapiens	chaperonin containing TCP1 subunit 4(CCT4)
O60478	7107	Homo sapiens	G protein-coupled receptor 137B(GPR137B)
Q6IQ55	146057	Homo sapiens	tau tubulin kinase 2(TTBK2)
P20393	9572	Homo sapiens	nuclear receptor subfamily 1 group D member 1(NR1D1)
Q7Z7L7	10444	Homo sapiens	zyg-11 related cell cycle regulator(ZER1)
P51648	224	Homo sapiens	aldehyde dehydrogenase 3 family member A2(ALDH3A2)
P54289	781	Homo sapiens	calcium voltage-gated channel auxiliary subunit alpha2delta 1(CACNA2D1)
P51649	7915	Homo sapiens	aldehyde dehydrogenase 5 family member A1(ALDH5A1)
Q92990	11146	Homo sapiens	glomulin, FKBP associated protein(GLMN)
Q8IWB9	55852	Homo sapiens	testis expressed 2(TEX2)
P49116	7182	Homo sapiens	nuclear receptor subfamily 2 group C member 2(NR2C2)
Q9Y619	10166	Homo sapiens	solute carrier family 25 member 15(SLC25A15)
Q6KCM7	114789	Homo sapiens	solute carrier family 25 member 25(SLC25A25)
Q16665	3091	Homo sapiens	hypoxia inducible factor 1 alpha subunit(HIF1A)
P48728	275	Homo sapiens	aminomethyltransferase(AMT)
Q9UPQ3	116987	Homo sapiens	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(AGAP1)
P31939	471	Homo sapiens	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase(ATIC)
Q86W74	157567	Homo sapiens	ankyrin repeat domain 46(ANKRD46)
Q13033	29966	Homo sapiens	striatin 3(STRN3)
Q9NW82	55100	Homo sapiens	WD repeat domain 70(WDR70)
Q9NW81	55101	Homo sapiens	ATP5S like(ATP5SL)
Q16659	5597	Homo sapiens	mitogen-activated protein kinase 6(MAPK6)
P42336	5290	Homo sapiens	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha(PIK3CA)
O75306	4720	Homo sapiens	NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2)
Q7Z7L9	54993	Homo sapiens	zinc finger and SCAN domain containing 2(ZSCAN2)
P58340	4291	Homo sapiens	myeloid leukemia factor 1(MLF1)
Q5VYK3	23392	Homo sapiens	KIAA0368(KIAA0368)
P49959	4361	Homo sapiens	MRE11 homolog, double strand break repair nuclease(MRE11)
Q13042	8881	Homo sapiens	cell division cycle 16(CDC16)
Q9NVV4	55149	Homo sapiens	mitochondrial poly(A) polymerase(MTPAP)
Q5TA45	54973	Homo sapiens	cleavage and polyadenylation specific factor 3-like(CPSF3L)
P48735	3418	Homo sapiens	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial(IDH2)
Q17RM4	84865	Homo sapiens	coiled-coil domain containing 142(CCDC142)
P62136	5499	Homo sapiens	protein phosphatase 1 catalytic subunit alpha(PPP1CA)
P45954	36	Homo sapiens	acyl-CoA dehydrogenase, short/branched chain(ACADSB)
Q4G0F5	112936	Homo sapiens	VPS26, retromer complex component B(VPS26B)
Q13057	80347	Homo sapiens	Coenzyme A synthase(COASY)
Q9NVU0	55718	Homo sapiens	RNA polymerase III subunit E(POLR3E)
Q92973	3842	Homo sapiens	transportin 1(TNPO1)
Q9BT22	56052	Homo sapiens	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase(ALG1)
Q9BT23	80774	Homo sapiens	LIM domain containing 2(LIMD2)
Q5SZQ8	11189	Homo sapiens	CUGBP, Elav-like family member 3(CELF3)
Q03164	4297	Homo sapiens	lysine methyltransferase 2A(KMT2A)
O95948	9480	Homo sapiens	one cut homeobox 2(ONECUT2)
Q9Y5J1	51096	Homo sapiens	UTP18, small subunit processome component(UTP18)
Q8TAF3	57599	Homo sapiens	WD repeat domain 48(WDR48)
Q96G01	636	Homo sapiens	BICD cargo adaptor 1(BICD1)
Q14849	10948	Homo sapiens	StAR related lipid transfer domain containing 3(STARD3)
Q16186	11047	Homo sapiens	adhesion regulating molecule 1(ADRM1)
P17405	6609	Homo sapiens	sphingomyelin phosphodiesterase 1(SMPD1)
P49189	223	Homo sapiens	aldehyde dehydrogenase 9 family member A1(ALDH9A1)
P62917	6132	Homo sapiens	ribosomal protein L8(RPL8)
Q5EBL4	353116	Homo sapiens	Rab interacting lysosomal protein like 1(RILPL1)
Q9NW68	55108	Homo sapiens	BSD domain containing 1(BSDC1)
Q9BT17	92170	Homo sapiens	mitochondrial ribosome associated GTPase 1(MTG1)
Q16181	989	Homo sapiens	septin 7(SEPT7)
Q8IWE2	92689	Homo sapiens	family with sequence similarity 114 member A1(FAM114A1)
O43674	4711	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)
O43676	4709	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B3(NDUFB3)
Q6ZMG9	253782	Homo sapiens	ceramide synthase 6(CERS6)
O43670	7756	Homo sapiens	zinc finger protein 207(ZNF207)
Q8IWE4	123879	Homo sapiens	defective in cullin neddylation 1 domain containing 3(DCUN1D3)
Q9Y5K6	23607	Homo sapiens	CD2 associated protein(CD2AP)
Q8NCN5	55066	Homo sapiens	pyruvate dehydrogenase phosphatase regulatory subunit(PDPR)
P51610	3054	Homo sapiens	host cell factor C1(HCFC1)
O43679	9079	Homo sapiens	LIM domain binding 2(LDB2)
P61163	10121	Homo sapiens	ARP1 actin-related protein 1 homolog A, centractin alpha(ACTR1A)
Q7Z418	338567	Homo sapiens	potassium two pore domain channel subfamily K member 18(KCNK18)
P61160	10097	Homo sapiens	ARP2 actin related protein 2 homolog(ACTR2)
P45974	8078	Homo sapiens	ubiquitin specific peptidase 5(USP5)
Q92947	2639	Homo sapiens	glutaryl-CoA dehydrogenase(GCDH)
Q0VDF9	51182	Homo sapiens	heat shock protein family A (Hsp70) member 14(HSPA14)
P29375	5927	Homo sapiens	lysine demethylase 5A(KDM5A)
Q9NQZ5	56910	Homo sapiens	StAR related lipid transfer domain containing 7(STARD7)
Q86VZ4	84918	Homo sapiens	LDL receptor related protein 11(LRP11)
Q9NVS2	55168	Homo sapiens	mitochondrial ribosomal protein S18A(MRPS18A)
O43681	439	Homo sapiens	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)(ASNA1)
Q8N5B7	91012	Homo sapiens	ceramide synthase 5(CERS5)
Q9UPM8	23431	Homo sapiens	adaptor related protein complex 4 epsilon 1 subunit(AP4E1)
Q8N1B4	6293	Homo sapiens	VPS52, GARP complex subunit(VPS52)
Q9Y5L0	23534	Homo sapiens	transportin 3(TNPO3)
O95926	25949	Homo sapiens	SYF2 pre-mRNA splicing factor(SYF2)
P55884	8662	Homo sapiens	eukaryotic translation initiation factor 3 subunit B(EIF3B)
Q6RI45	254065	Homo sapiens	bromodomain and WD repeat domain containing 3(BRWD3)
Q99943	10554	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
Q96G25	112950	Homo sapiens	mediator complex subunit 8(MED8)
Q9P000	29099	Homo sapiens	COMM domain containing 9(COMMD9)
Q7KZI7	2011	Homo sapiens	microtubule affinity regulating kinase 2(MARK2)
P48444	372	Homo sapiens	archain 1(ARCN1)
Q9NVS9	55163	Homo sapiens	pyridoxamine 5'-phosphate oxidase(PNPO)
Q9NWS8	55005	Homo sapiens	required for meiotic nuclear division 1 homolog(RMND1)
Q9NX47	54708	Homo sapiens	membrane associated ring-CH-type finger 5(MARCH5)
Q9Y561	29967	Homo sapiens	LDL receptor related protein 12(LRP12)
Q96BD0	28231	Homo sapiens	solute carrier organic anion transporter family member 4A1(SLCO4A1)
Q9C0E8	80856	Homo sapiens	lunapark, ER junction formation factor(LNPK)
O43174	1592	Homo sapiens	cytochrome P450 family 26 subfamily A member 1(CYP26A1)
Q9NQW7	7511	Homo sapiens	X-prolyl aminopeptidase 1(XPNPEP1)
Q8TAB3	57526	Homo sapiens	protocadherin 19(PCDH19)
O14981	9044	Homo sapiens	B-TFIID TATA-box binding protein associated factor 1(BTAF1)
O76054	23541	Homo sapiens	SEC14 like lipid binding 2(SEC14L2)
Q8N584	125488	Homo sapiens	tetratricopeptide repeat domain 39C(TTC39C)
Q8TEQ0	92017	Homo sapiens	sorting nexin 29(SNX29)
P00568	203	Homo sapiens	adenylate kinase 1(AK1)
Q86WR0	55246	Homo sapiens	coiled-coil domain containing 25(CCDC25)
Q9H9Y6	84172	Homo sapiens	RNA polymerase I subunit B(POLR1B)
Q9C0D3	79699	Homo sapiens	zyg-11 family member B, cell cycle regulator(ZYG11B)
Q08J23	54888	Homo sapiens	NOP2/Sun RNA methyltransferase family member 2(NSUN2)
P49589	833	Homo sapiens	cysteinyl-tRNA synthetase(CARS)
P49588	16	Homo sapiens	alanyl-tRNA synthetase(AARS)
Q9H1Z9	83882	Homo sapiens	tetraspanin 10(TSPAN10)
Q96JB2	83548	Homo sapiens	component of oligomeric golgi complex 3(COG3)
Q99873	3276	Homo sapiens	protein arginine methyltransferase 1(PRMT1)
Q9NQX5	56654	Homo sapiens	neural proliferation, differentiation and control 1(NPDC1)
Q9Y548	54432	Homo sapiens	Yip1 domain family member 1(YIPF1)
Q9UKV5	267	Homo sapiens	autocrine motility factor receptor(AMFR)
Q9UKV3	22985	Homo sapiens	apoptotic chromatin condensation inducer 1(ACIN1)
P00558	5230	Homo sapiens	phosphoglycerate kinase 1(PGK1)
Q8N573	55074	Homo sapiens	oxidation resistance 1(OXR1)
Q9NWT1	55003	Homo sapiens	PAK1 interacting protein 1(PAK1IP1)
P49591	6301	Homo sapiens	seryl-tRNA synthetase(SARS)
Q9Y546	115353	Homo sapiens	leucine rich repeat containing 42(LRRC42)
P49593	9647	Homo sapiens	protein phosphatase, Mg2+/Mn2+ dependent 1F(PPM1F)
Q8TAA9	81839	Homo sapiens	VANGL planar cell polarity protein 1(VANGL1)
Q9Y4W2	81887	Homo sapiens	LAS1 like, ribosome biogenesis factor(LAS1L)
Q9NX20	54948	Homo sapiens	mitochondrial ribosomal protein L16(MRPL16)
Q5VU43	9659	Homo sapiens	phosphodiesterase 4D interacting protein(PDE4DIP)
Q9UP95	6560	Homo sapiens	solute carrier family 12 member 4(SLC12A4)
Q11130	2529	Homo sapiens	fucosyltransferase 7(FUT7)
P35606	9276	Homo sapiens	coatomer protein complex subunit beta 2(COPB2)
O76082	6584	Homo sapiens	solute carrier family 22 member 5(SLC22A5)
P62979	6233	Homo sapiens	ribosomal protein S27a(RPS27A)
Q8TF42	84959	Homo sapiens	ubiquitin associated and SH3 domain containing B(UBASH3B)
Q6ICL3	128989	Homo sapiens	transport and golgi organization 2 homolog(TANGO2)
P42858	3064	Homo sapiens	huntingtin(HTT)
Q9H1Y0	9474	Homo sapiens	autophagy related 5(ATG5)
Q9BU23	91289	Homo sapiens	lipase maturation factor 2(LMF2)
Q8TF44	126567	Homo sapiens	C2 calcium dependent domain containing 4C(C2CD4C)
Q9C0H2	80727	Homo sapiens	tweety family member 3(TTYH3)
Q9Y570	51400	Homo sapiens	protein phosphatase methylesterase 1(PPME1)
Q14832	2913	Homo sapiens	glutamate metabotropic receptor 3(GRM3)
Q9H299	83442	Homo sapiens	SH3 domain binding glutamate rich protein like 3(SH3BGRL3)
Q9UP83	10466	Homo sapiens	component of oligomeric golgi complex 5(COG5)
Q8WVT3	51112	Homo sapiens	trafficking protein particle complex 12(TRAPPC12)
O76071	9391	Homo sapiens	cytosolic iron-sulfur assembly component 1(CIAO1)
Q8IWZ8	57794	Homo sapiens	SURP and G-patch domain containing 1(SUGP1)
P62987	7311	Homo sapiens	ubiquitin A-52 residue ribosomal protein fusion product 1(UBA52)
Q9H5Y7	84189	Homo sapiens	SLIT and NTRK like family member 6(SLITRK6)
Q9UKX7	10762	Homo sapiens	nucleoporin 50(NUP50)
Q9BY12	49855	Homo sapiens	S-phase cyclin A associated protein in the ER(SCAPER)
Q9BXP2	56996	Homo sapiens	solute carrier family 12 member 9(SLC12A9)
P26374	1122	Homo sapiens	CHM like, Rab escort protein 2(CHML)
Q53F39	65258	Homo sapiens	metallophosphoesterase 1(MPPE1)
P55327	7163	Homo sapiens	tumor protein D52(TPD52)
P02794	2495	Homo sapiens	ferritin heavy chain 1(FTH1)
